month,is_train,lat,lon,precip_est,precip_obs
1,False,28.0,11.0,2.6000586,2.8758048841250003
1,False,28.0,12.0,2.8832617375,3.5185813500000003
1,False,28.0,13.0,2.552207025,4.2362213757500005
1,False,28.0,14.0,2.5160742125,4.1880608255
1,False,28.0,15.0,2.5111913875000003,3.455638827625
1,False,28.0,16.0,2.374960925,2.51340864175
1,False,28.0,17.0,2.549765625,2.92348859625
1,False,28.0,18.0,2.2963476625,3.087043757
1,False,28.0,19.0,1.7582617125,2.22492213925
1,False,28.0,20.0,1.5292578125,2.343177825
1,False,29.0,-20.0,34.103965625,29.5376774625
1,False,29.0,-19.0,31.978965375,25.833129749999998
1,False,29.0,-18.0,31.38326225,20.547390012500003
1,False,29.0,-17.0,27.333457125,22.660732199999998
1,False,29.0,-16.0,24.363730625,16.220092700000002
1,False,29.0,-15.0,20.996054625,14.3685340375
1,False,29.0,-14.0,16.849570125,11.5647314375
1,False,29.0,-13.0,14.3769140625,7.88307175
1,False,29.0,-12.0,12.0985936625,8.596420281250001
1,False,29.0,-11.0,12.4345311875,12.26520525875
1,False,29.0,-10.0,10.451620912500001,15.3889657
1,False,29.0,-9.0,5.46187495,6.7262649625
1,False,29.0,-8.0,4.8178319875,5.762577103750001
1,False,29.0,-7.0,2.98140624375,5.54704672
1,False,29.0,-6.0,2.490195275,2.7580260675
1,False,29.0,-5.0,2.0248632875,2.606391902
1,False,29.0,-4.0,1.9237890750000002,7.7204703635000005
1,False,29.0,-3.0,1.8280859375,4.427909758
1,False,29.0,-2.0,1.7436132875,2.36606598
1,False,29.0,-1.0,1.5302343875,1.8792151695
1,False,29.0,0.0,1.61470701875,1.5349388050000001
1,False,29.0,1.0,1.82906251875,3.555297825
1,False,29.0,2.0,1.8603125,3.7374496875000003
1,False,29.0,3.0,1.88375,3.4637451125000003
1,False,29.0,4.0,1.8241796875,2.535343187
1,False,29.0,5.0,1.65328125,1.837253576875
1,False,29.0,6.0,1.59029296875,1.8711090225
1,False,29.0,7.0,1.632773425,1.563549033125
1,False,29.0,8.0,1.732871075,1.6345977975000001
1,False,29.0,9.0,2.0639257875,1.5492439045000002
1,False,29.0,10.0,2.5277929875,1.727104193
1,False,29.0,11.0,3.2309179500000003,1.10149384075
1,False,29.0,12.0,3.5146093499999997,0.946998585
1,False,29.0,13.0,3.73921875,1.984596265
1,False,29.0,14.0,3.7045507874999997,3.2238960445
1,False,29.0,15.0,3.540976525,5.38921352625
1,False,29.0,16.0,3.4032812625,3.9730072087500004
1,False,29.0,17.0,2.9691992125,2.336025232
1,False,29.0,18.0,2.7172461,3.10134883125
1,False,29.0,19.0,3.0634375,2.3989677205
1,False,29.0,20.0,2.83589845,2.809047695
1,False,30.0,-20.0,41.304649,31.8479538375
1,False,30.0,-19.0,39.212851875,29.648781024999998
1,False,30.0,-18.0,36.692344125,23.7069128375
1,False,30.0,-17.0,32.642539625,27.987003174999998
1,False,30.0,-16.0,29.585898874999998,27.69947045
1,False,30.0,-15.0,26.27925775,21.93737
1,False,30.0,-14.0,23.61324225,20.733356475
1,False,30.0,-13.0,21.1654881875,17.400264725
1,False,30.0,-12.0,18.6889258125,17.4999236875
1,False,30.0,-11.0,19.033164225,16.36457459375
1,False,30.0,-10.0,21.18160185,22.9573249695
1,False,30.0,-9.0,16.2187111875,36.0126496375
1,False,30.0,-8.0,7.896445225,15.853881878749998
1,False,30.0,-7.0,6.0697851125,9.638786349999998
1,False,30.0,-6.0,3.4262304625,6.245613091249999
1,False,30.0,-5.0,2.96333978125,4.36449051625
1,False,30.0,-4.0,2.68550779375,7.1625709639999995
1,False,30.0,-3.0,2.5898046624999997,7.13634483625
1,False,30.0,-2.0,2.426230425,3.8185120177500003
1,False,30.0,-1.0,2.214316375,3.219604538
1,False,30.0,0.0,2.1317968499999997,4.5051574775
1,False,30.0,1.0,2.34517575,4.626750995
1,False,30.0,2.0,2.406210925,3.40795512125
1,False,30.0,3.0,2.4320898,3.2343864399999998
1,False,30.0,4.0,2.207480475,2.79378895
1,False,30.0,5.0,2.0380468875,2.21776967925
1,False,30.0,6.0,1.976523425,1.9435882606250001
1,False,30.0,7.0,2.019980475,1.945018768125
1,False,30.0,8.0,2.2030859375,2.0112991081250002
1,False,30.0,9.0,2.5312109375,2.00843811525
1,False,30.0,10.0,3.417441375,1.79290772825
1,False,30.0,11.0,4.116171825,2.2745133049999997
1,False,30.0,12.0,4.5258398,3.02743915975
1,False,30.0,13.0,4.74996095,3.508567814
1,False,30.0,14.0,4.8642187125,4.19521325
1,False,30.0,15.0,4.7030858875,6.08348850975
1,False,30.0,16.0,5.6806250125,8.86344895125
1,False,30.0,17.0,5.2494726125,6.6499710292500005
1,False,30.0,18.0,11.4809179375,4.585742975
1,False,30.0,19.0,11.82710925,4.72450254625
1,False,30.0,20.0,6.844687437499999,4.071235725
1,False,31.0,-20.0,46.662559,35.08615475
1,False,31.0,-19.0,43.8637305,32.7539445
1,False,31.0,-18.0,41.371055125,29.5467375
1,False,31.0,-17.0,39.27828175,32.432555750000006
1,False,31.0,-16.0,36.2607035,31.860351625
1,False,31.0,-15.0,32.758750625,35.32266625
1,False,31.0,-14.0,30.12105525,30.602455537500003
1,False,31.0,-13.0,28.58052725,23.7474444375
1,False,31.0,-12.0,26.126425875,22.6240159375
1,False,31.0,-11.0,26.4233011875,23.722648650000004
1,False,31.0,-10.0,28.568320375,47.8386882125
1,False,31.0,-9.0,21.2895119375,54.140091437500004
1,False,31.0,-8.0,13.0312109375,46.6265677125
1,False,31.0,-7.0,12.818320374999999,22.5095748375
1,False,31.0,-6.0,10.1864843125,24.2247584
1,False,31.0,-5.0,3.893027325,10.122299224999999
1,False,31.0,-4.0,3.617636675,6.58941264625
1,False,31.0,-3.0,3.7001561625,6.7214966275
1,False,31.0,-2.0,3.5399999625,5.59997550125
1,False,31.0,-1.0,3.5614843124999997,5.2924155625000004
1,False,31.0,0.0,3.477988225,5.553722455
1,False,31.0,1.0,3.416953075,5.91421131875
1,False,31.0,2.0,3.4770117125,3.74841695
1,False,31.0,3.0,3.2787695,3.4828185375
1,False,31.0,4.0,3.056113225,2.10380553075
1,False,31.0,5.0,2.6479101125,1.3532638270000001
1,False,31.0,6.0,2.587851525,1.446247082
1,False,31.0,7.0,2.5658788875000003,1.770973173125
1,False,31.0,8.0,2.7475194875,2.28404995325
1,False,31.0,9.0,3.5795507625,2.4685859375
1,False,31.0,10.0,4.4599218625,3.58963018125
1,False,31.0,11.0,6.292441375,5.809783847499999
1,False,31.0,12.0,6.6982030875,6.22463218875
1,False,31.0,13.0,5.8466406125,5.874157025
1,False,31.0,14.0,5.96041015,5.1484108200000005
1,False,31.0,15.0,11.041953125,4.6949386625
1,False,31.0,16.0,12.018027374999999,9.0246200825
1,False,31.0,17.0,30.773887,13.346195162499999
1,False,31.0,18.0,36.988242625,22.2373009375
1,False,31.0,19.0,39.856894875,23.2748987875
1,False,31.0,20.0,34.89449225,22.551059737499997
1,False,32.0,-20.0,51.0546485,32.23753
1,False,32.0,-19.0,48.279257375,35.813808625
1,False,32.0,-18.0,46.76021525,32.576084375
1,False,32.0,-17.0,44.70211,31.201362500000002
1,False,32.0,-16.0,41.332480875,25.270462000000002
1,False,32.0,-15.0,37.863731,24.7893335
1,False,32.0,-14.0,36.83052725,26.9632339375
1,False,32.0,-13.0,35.31197325,31.848907375000003
1,False,32.0,-12.0,34.06099625,31.91423425
1,False,32.0,-11.0,34.3500586875,29.9534794875
1,False,32.0,-10.0,34.35005875,41.9926641
1,False,32.0,-9.0,27.13326175,41.146755312500005
1,False,32.0,-8.0,19.0946876625,30.749797425000004
1,False,32.0,-7.0,18.9208595625,53.38954925
1,False,32.0,-6.0,21.50093775,65.348625125
1,False,32.0,-5.0,15.2353125,28.6674501625
1,False,32.0,-4.0,5.037558537500001,16.194820370000002
1,False,32.0,-3.0,5.1200780625,11.985302025000001
1,False,32.0,-2.0,5.7602148,9.431362175
1,False,32.0,-1.0,5.7836523625,6.513595700000001
1,False,32.0,0.0,5.3876561625,6.8707466
1,False,32.0,1.0,5.3246679624999995,5.5036545375
1,False,32.0,2.0,4.987753825,3.8366317375
1,False,32.0,3.0,4.7885350875,3.3082961875
1,False,32.0,4.0,4.1405859,2.32172012
1,False,32.0,5.0,3.7343359124999997,1.734733579
1,False,32.0,6.0,3.4267187,1.65176391075
1,False,32.0,7.0,3.405722625,1.33180618275
1,False,32.0,8.0,3.9677343375,2.3288726715
1,False,32.0,9.0,4.7934179125,3.7250518825000003
1,False,32.0,10.0,6.905722525,6.56032555
